Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
203	9.799	0.000000195	60.78	288.8	0.02763	0.02657	0.1043	0.1442	0.157	0.118	9.799	8.814	8.486	10.13	9.47	9.47	10.46	246.2	181.3	0.04689	0.000000195	0.0000002338	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
204	8.486	0.000000185	64.18	293.5	0.028	0.02698	0.1059	0.1463	0.1595	0.1198	8.486	7.829	7.501	9.142	8.814	8.814	10.78	255.1	187.9	0.07775	0.000000185	0.0000002301	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
205	10.46	0.0000001782	67.75	298.2	0.02833	0.02735	0.1078	0.1488	0.1622	0.1217	10.46	10.13	9.47	11.44	10.46	10.13	10.13	265.9	193.4	0.04722	0.0000001782	0.0000002296	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
206	8.814	0.0000001779	71.45	303.5	0.02883	0.02778	0.1094	0.1512	0.1651	0.1237	8.814	7.829	7.173	8.814	8.157	7.829	8.814	273.1	199.4	0.08957	0.0000001779	0.0000002293	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
207	11.11	0.0000001782	72.38	309.4	0.02915	0.02815	0.1115	0.1537	0.1678	0.1257	11.11	10.46	10.78	12.1	11.77	11.44	10.78	284	205.6	0.05543	0.0000001782	0.0000002298	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
208	12.75	0.0000001777	75.82	314.7	0.02957	0.02852	0.113	0.1565	0.1707	0.1276	12.75	10.78	10.13	11.77	10.46	8.814	9.47	291.8	212.5	0.05379	0.0000001777	0.0000002287	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
209	9.799	0.0000001781	79.91	318.7	0.02997	0.02888	0.1145	0.1586	0.1733	0.1293	9.799	8.814	8.814	10.13	9.142	9.142	10.46	301.7	218.7	0.06265	0.0000001781	0.0000002293	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
210	8.157	0.000000178	79.51	327.6	0.03094	0.02976	0.1176	0.1625	0.1775	0.1319	8.157	7.173	6.844	8.157	8.157	7.829	8.814	308.2	224.6	0.08267	0.000000178	0.000000229	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
211	8.157	0.0000001775	80.04	332.5	0.03147	0.03031	0.1195	0.1651	0.1806	0.1341	8.157	7.173	7.173	8.157	7.829	7.829	8.814	322.7	235.4	0.06298	0.0000001775	0.0000002291	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
212	8.486	0.0000001779	85.25	338.5	0.03183	0.03061	0.1214	0.168	0.1841	0.136	8.486	7.829	7.829	9.47	8.814	8.486	9.142	334.1	243	0.08169	0.0000001779	0.000000229	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
213	11.77	0.0000001778	88.58	343.9	0.03226	0.031	0.1232	0.1705	0.1867	0.1378	11.77	10.13	9.47	10.78	10.46	8.814	9.799	344	251.2	0.04689	0.0000001778	0.000000229	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
214	11.77	0.0000001777	91.34	348.6	0.03271	0.03142	0.1248	0.1732	0.1896	0.1399	11.77	10.13	10.46	12.1	11.77	11.44	10.46	354.1	258.4	0.04821	0.0000001777	0.000000229	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
215	11.44	0.0000001775	93.54	353.2	0.03309	0.03176	0.1263	0.1751	0.192	0.1411	11.44	10.78	10.13	11.77	11.77	10.13	10.46	365	264.9	0.04919	0.0000001775	0.0000002292	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
216	8.486	0.0000001777	96.98	358.7	0.03363	0.03221	0.1279	0.1779	0.1948	0.1432	8.486	7.173	7.829	8.814	8.157	7.829	8.814	371.8	271.5	0.04755	0.0000001777	0.000000229	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
217	11.11	0.0000001775	95.41	363.5	0.03401	0.03263	0.1297	0.1804	0.1979	0.1451	11.11	10.46	10.13	11.77	11.44	11.11	10.13	383.6	282.6	0.04624	0.0000001775	0.0000002287	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
218	9.47	0.0000001779	97.2	367.9	0.03443	0.03305	0.1311	0.1824	0.2003	0.1471	9.47	8.157	8.486	9.47	9.142	8.814	9.142	392.5	290.2	0.04886	0.0000001779	0.0000002294	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
219	10.46	0.0000001779	102.3	372	0.03476	0.03339	0.1326	0.1849	0.2029	0.1486	10.46	10.13	9.142	11.44	10.78	10.78	10.46	403.7	297.1	0.05444	0.0000001779	0.0000002292	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
220	10.78	0.0000001777	104.1	380.5	0.03605	0.03477	0.1354	0.189	0.2074	0.152	10.78	10.13	9.47	11.11	10.46	10.78	10.46	412.2	303.3	0.0574	0.0000001777	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
221	9.142	0.0000001774	105.1	385.3	0.0365	0.03533	0.1371	0.1914	0.2106	0.1543	9.142	7.501	7.173	8.814	8.157	7.829	9.47	427.3	316.4	0.07184	0.0000001774	0.0000002287	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
222	11.77	0.0000001776	110.5	390.5	0.03692	0.03568	0.1385	0.1943	0.2131	0.1566	11.77	11.11	9.799	11.77	11.44	9.799	8.814	440.7	324.6	0.04262	0.0000001776	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
223	11.44	0.0000001778	112.5	396.1	0.03737	0.03605	0.1402	0.1973	0.216	0.1582	11.44	10.13	10.46	11.44	11.44	11.11	11.44	449.9	332.8	0.0505	0.0000001778	0.0000002291	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
224	8.486	0.0000001773	114.1	400.4	0.03776	0.03647	0.1418	0.1994	0.2186	0.1603	8.486	7.173	7.173	8.486	8.157	7.501	9.142	461.4	342	0.04033	0.0000001773	0.0000002283	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
225	8.486	0.0000001774	118.9	403.6	0.03822	0.03688	0.1434	0.2015	0.2214	0.1619	8.486	7.501	7.501	8.486	8.157	8.157	8.486	472.8	348.6	0.05937	0.0000001774	0.0000002283	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
226	8.486	0.0000001774	120.3	408.3	0.03856	0.03719	0.1448	0.2035	0.2236	0.1636	8.486	7.173	7.501	8.486	7.829	8.486	9.799	483	357.4	0.04591	0.0000001774	0.0000002285	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
227	8.157	0.0000001776	122.4	408.4	0.03862	0.0372	0.1448	0.2034	0.2233	0.1639	8.157	7.173	7.173	8.157	8.157	7.829	8.486	490.6	364	0.08202	0.0000001776	0.000000229	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
228	8.814	0.0000001775	127	407.6	0.03862	0.03723	0.1448	0.2035	0.2241	0.1636	8.814	7.173	7.173	8.486	7.829	7.501	9.142	492.9	364.3	0.0551	0.0000001775	0.0000002288	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
229	9.47	0.0000001778	126.8	408.9	0.03862	0.03719	0.1447	0.2033	0.2235	0.1638	9.47	8.814	7.829	9.799	9.799	8.814	9.142	492.5	364	0.07742	0.0000001778	0.0000002291	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
230	7.829	0.0000001774	129.4	408.3	0.03857	0.03715	0.1448	0.2034	0.2234	0.1635	7.829	7.173	7.173	8.157	8.157	7.501	8.486	492.9	362.7	0.04328	0.0000001774	0.0000002287	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
231	11.11	0.0000001778	128.3	407.6	0.03853	0.0372	0.1446	0.2034	0.2235	0.1634	11.11	10.46	10.13	12.1	12.1	11.11	10.13	492.9	364	0.05083	0.0000001778	0.0000002291	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
232	11.77	0.0000001782	129.2	408.6	0.03859	0.03718	0.1454	0.2034	0.2244	0.1638	11.77	9.799	10.13	11.77	12.1	11.44	11.44	492.5	362.7	0.04262	0.0000001782	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
233	10.13	0.0000001778	127.3	408.1	0.03853	0.03718	0.1448	0.2037	0.2233	0.1636	10.13	8.814	8.486	10.78	8.814	8.814	8.814	492.9	364	0.06101	0.0000001778	0.0000002293	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
234	8.157	0.0000002028	129	136.4	0.01318	0.0127	0.04937	0.06777	0.07387	0.0556	8.157	7.173	7.173	8.814	19.97	8.157	8.814	492.5	362.3	0.09055	0.0000002028	0.000000253	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
235	10.13	0.0000002046	238	139.2	0.01324	0.01289	0.0503	0.0691	0.07518	0.05663	10.13	8.814	9.142	10.78	17.68	10.13	9.799	490.6	45.55	0.04821	0.0000002046	0.0000002563	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
236	8.486	0.0000002148	15.13	142.4	0.01348	0.01312	0.05137	0.07063	0.07681	0.05781	8.486	7.173	7.501	8.814	16.04	8.486	9.142	63.59	47.19	0.04098	0.0000002148	0.0000002663	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
237	11.77	0.0000002439	15.35	144.7	0.01372	0.01338	0.05226	0.07159	0.07826	0.05869	11.77	8.157	8.157	8.814	17.02	8.157	9.799	65.55	48.83	0.0423	0.0000002439	0.0000003686	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
238	12.1	0.0000002527	16.36	150.5	0.0142	0.01381	0.05401	0.07473	0.08127	0.06066	12.1	10.78	10.13	12.1	21.62	11.77	12.1	68.18	50.14	0.05379	0.0000002527	0.0000003286	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
239	8.486	0.0000002602	17.03	153.5	0.0145	0.01407	0.05527	0.07584	0.0829	0.0617	8.486	7.173	7.173	8.814	19.32	8.157	15.71	72.44	53.75	0.05477	0.0000002602	0.0000003247	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
240	10.78	0.0000002743	18.56	158.5	0.01486	0.01435	0.05651	0.0781	0.0854	0.06334	10.78	8.486	8.814	9.799	19.32	8.814	19.65	75.39	55.39	0.05247	0.0000002743	0.0000003381	0.004761	9.495	1413.11	1413.11	1413.11	1413.11
241	9.47	0.0000002735	18.93	156.9	0.01481	0.01438	0.05631	0.07764	0.08483	0.06292	9.47	7.501	7.829	9.142	19.65	7.829	18.33	78.67	58.01	0.05969	0.0000002735	0.0000003418	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
242	14.39	0.0000002767	20.58	156.8	0.01482	0.01434	0.05629	0.07757	0.08503	0.06309	14.39	15.38	15.05	16.04	21.29	10.78	17.02	79	57.68	0.1332	0.0000002767	0.0000003582	0.004761	9.823	1413.11	1413.11	1413.11	1413.11
243	11.11	0.0000002772	20.44	156.8	0.01482	0.01435	0.0562	0.07757	0.08476	0.06299	11.11	9.142	8.157	10.78	20.96	9.142	16.69	78.67	57.68	0.05576	0.0000002772	0.0000003563	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
244	9.47	0.0000002755	20.9	156.7	0.01486	0.01436	0.05638	0.07764	0.0848	0.06304	9.47	7.173	6.844	8.814	19.65	8.157	17.02	78.67	58.01	0.05904	0.0000002755	0.0000003494	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
245	12.42	0.000000276	20.54	156.7	0.01486	0.01433	0.05634	0.07764	0.08496	0.06299	12.42	10.78	10.46	12.42	21.94	12.42	15.71	78.67	58.01	0.04853	0.000000276	0.0000003517	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
246	10.78	0.0000002778	20.8	157.9	0.01483	0.01436	0.0566	0.07841	0.0849	0.06302	10.78	8.486	8.157	10.13	19.65	8.486	16.36	78.34	58.01	0.04722	0.0000002778	0.0000003536	0.004761	9.495	1413.11	1413.11	1413.11	1413.11
247	10.78	0.0000002785	20.17	157.2	0.01483	0.01435	0.05634	0.07773	0.08496	0.06299	10.78	9.142	8.814	9.799	19.97	8.814	16.04	79	58.01	0.05444	0.0000002785	0.0000003597	0.004761	9.495	1413.11	1413.11	1413.11	1413.11
248	9.799	0.0000002773	21.03	156.9	0.0148	0.01435	0.05631	0.0777	0.08493	0.06299	9.799	7.173	7.173	9.47	19.65	7.501	16.04	79.33	58.34	0.06593	0.0000002773	0.0000003568	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
249	8.157	0.0000001822	21.01	97.22	0.009273	0.008987	0.03476	0.04855	0.05295	0.03982	8.157	7.173	7.501	8.814	8.157	8.486	8.486	78.67	57.68	0.08399	0.0000001822	0.0000002367	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
250	10.78	0.0000001808	30.88	99.36	0.009482	0.009203	0.03546	0.04979	0.05414	0.04103	10.78	9.799	9.47	11.44	11.77	11.44	10.78	78.67	24.23	0.05805	0.0000001808	0.0000002352	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
251	11.11	0.0000001807	7.49	101.2	0.00973	0.009422	0.03636	0.05087	0.05545	0.04139	11.11	10.13	9.799	11.44	11.77	11.11	11.11	33.42	25.55	0.04656	0.0000001807	0.0000002347	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
252	11.11	0.0000001801	7.706	103.7	0.009965	0.009638	0.03719	0.05213	0.05674	0.04247	11.11	9.47	8.157	9.47	9.142	7.501	10.13	34.73	26.53	0.05543	0.0000001801	0.0000002332	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
253	8.157	0.00000018	8.421	105.5	0.01015	0.009851	0.03789	0.05312	0.05765	0.04322	8.157	7.173	7.501	8.486	8.157	7.501	9.799	36.7	27.51	0.04788	0.00000018	0.0000002326	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
254	8.486	0.0000001795	8.664	107.9	0.0104	0.01007	0.03891	0.05436	0.0589	0.04419	8.486	7.173	7.173	8.486	8.157	7.501	8.814	37.35	28.5	0.04361	0.0000001795	0.0000002324	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
255	9.47	0.0000001801	8.966	110.3	0.01061	0.01028	0.03973	0.05542	0.06013	0.04524	9.47	8.157	8.157	9.47	8.814	8.486	10.13	39.32	29.81	0.0574	0.0000001801	0.0000002327	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
256	8.486	0.0000001792	9.517	112.7	0.01085	0.01051	0.04067	0.05651	0.06119	0.04618	8.486	7.173	7.173	8.157	8.157	7.501	8.814	41.61	30.46	0.0656	0.0000001792	0.0000002319	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
257	9.799	0.0000001799	10.13	122.2	0.01135	0.01094	0.04215	0.05876	0.06322	0.04796	9.799	9.47	9.142	11.11	10.13	9.799	10.78	42.6	31.78	0.03869	0.0000001799	0.0000002323	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
258	9.47	0.0000001799	10.43	118.9	0.0115	0.01113	0.04277	0.05942	0.06441	0.04879	9.47	9.142	8.157	9.799	8.814	8.814	9.799	45.55	34.07	0.04591	0.0000001799	0.0000002322	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
259	12.1	0.0000001796	11.18	121.9	0.01174	0.0114	0.04389	0.06083	0.06594	0.05205	12.1	10.78	9.799	12.1	11.77	11.77	11.11	47.19	35.38	0.05576	0.0000001796	0.0000002313	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
260	9.47	0.0000001794	11.29	125	0.01203	0.01165	0.04511	0.0622	0.06755	0.05119	9.47	8.486	9.142	9.47	8.814	8.486	10.13	49.81	37.02	0.05674	0.0000001794	0.0000002314	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
261	8.486	0.0000001793	12.34	127.9	0.01229	0.01217	0.04633	0.06349	0.06927	0.05253	8.486	8.157	8.157	9.799	9.142	8.486	9.47	52.11	38.66	0.08628	0.0000001793	0.0000002313	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
262	9.799	0.0000001884	12.69	130.7	0.01255	0.01212	0.04719	0.0649	0.07055	0.05341	9.799	8.157	8.486	10.13	11.44	9.142	9.799	54.08	40.3	0.05017	0.0000001884	0.0000002402	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
263	8.486	0.00000019	13.03	133.3	0.01277	0.01237	0.04817	0.06602	0.07205	0.05453	8.486	9.142	8.157	9.47	11.44	9.142	9.142	56.04	41.61	0.06593	0.00000019	0.0000002419	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
264	8.157	0.000000197	14.03	136.5	0.01303	0.01262	0.04941	0.06788	0.07387	0.05565	8.157	7.173	7.173	8.486	13.08	8.157	9.47	58.01	43.58	0.04952	0.000000197	0.0000002497	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
265	9.799	0.0000002071	13.84	139.4	0.01327	0.01289	0.05022	0.0691	0.07533	0.05669	9.799	8.157	7.829	9.47	15.05	9.142	9.47	60.63	45.55	0.05576	0.0000002071	0.0000002594	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
266	8.157	0.000000217	15.08	142.5	0.01353	0.01311	0.05129	0.07038	0.0769	0.05788	8.157	7.173	6.844	8.486	15.38	8.157	8.814	63.26	46.86	0.05707	0.000000217	0.0000002695	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
267	10.46	0.0000002269	15.58	145	0.01375	0.01333	0.05218	0.07165	0.07829	0.05878	10.46	9.799	9.47	11.11	20.63	10.78	10.46	65.55	48.5	0.06921	0.0000002269	0.0000002788	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
268	8.486	0.0000002426	16.13	150.7	0.01429	0.01389	0.05414	0.07434	0.08114	0.06073	8.486	7.501	7.829	9.799	22.6	9.142	10.46	67.85	50.14	0.08727	0.0000002426	0.0000002948	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
269	8.157	0.0000002545	16.94	153.4	0.01449	0.01407	0.0551	0.07581	0.08306	0.06192	8.157	7.173	7.173	8.814	20.3	8.157	14.72	71.78	53.09	0.04821	0.0000002545	0.0000003046	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
270	8.157	0.0000002678	18.04	156.9	0.01483	0.01435	0.05642	0.07773	0.08476	0.06365	8.157	6.844	7.173	8.814	19.32	7.501	17.68	75.72	55.72	0.05805	0.0000002678	0.0000003159	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
271	11.77	0.000000284	19.09	161	0.01548	0.01478	0.05825	0.08094	0.08795	0.06505	11.77	10.78	10.78	13.41	20.96	11.44	24.24	78.67	58.01	0.06462	0.000000284	0.000000327	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
272	8.814	0.0000002976	19.89	164	0.01553	0.01494	0.05878	0.08133	0.08887	0.06562	8.814	7.173	7.173	9.799	16.36	7.829	25.56	82.93	60.96	0.04952	0.0000002976	0.0000003339	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
273	10.46	0.0000003159	21.08	167.4	0.01581	0.01525	0.05987	0.083	0.09098	0.06654	10.46	9.142	9.47	14.07	17.02	9.799	28.51	85.56	62.93	0.05411	0.0000003159	0.0000003432	0.004761	11.63	1413.11	1413.11	1413.11	1413.11
274	10.13	0.0000003372	22.25	171.3	0.01614	0.01559	0.06097	0.0851	0.09273	0.06807	10.13	8.486	8.157	12.75	14.39	9.142	32.45	89.16	65.55	0.06527	0.0000003372	0.0000003542	0.004761	12.29	1413.11	1413.11	1413.11	1413.11
275	11.11	0.0000003607	23.02	174.6	0.01649	0.01592	0.06212	0.08691	0.09478	0.0696	11.11	9.799	9.47	16.36	15.71	11.11	34.42	92.44	67.85	0.083	0.0000003607	0.0000003609	0.004761	13.76	1413.11	1413.11	1413.11	1413.11
276	8.486	0.0000003832	23.8	178.1	0.01688	0.01623	0.06334	0.0888	0.09679	0.07088	8.486	7.501	7.173	14.07	10.46	7.501	33.76	96.71	70.8	0.0656	0.0000003832	0.000000365	0.004761	14.25	1413.11	1413.11	1413.11	1413.11
277	10.46	0.0000004097	24.77	180.9	0.01716	0.01653	0.06443	0.09072	0.0987	0.07236	10.46	9.47	9.47	17.02	11.11	10.13	35.4	99.66	73.42	0.0679	0.0000004097	0.0000003706	0.004761	16.88	1413.11	1413.11	1413.11	1413.11
278	8.157	0.0000004707	25.26	187.4	0.01787	0.01721	0.06657	0.09414	0.1026	0.07524	8.157	6.844	7.173	15.71	8.486	7.829	30.48	104.2	76.05	0.09744	0.0000004707	0.0000003849	0.004761	17.87	1413.11	1413.11	1413.11	1413.11
279	11.11	0.0000005025	26.32	190.7	0.01819	0.01753	0.06753	0.0961	0.1044	0.07687	11.11	9.799	8.486	16.69	8.814	8.814	30.81	111.5	81.29	0.09876	0.0000005025	0.0000003876	0.004761	19.01	1413.11	1413.11	1413.11	1413.11
280	8.486	0.0000005361	29.11	195	0.01864	0.01794	0.06921	0.09862	0.107	0.07857	8.486	7.829	7.501	16.69	9.142	8.814	29.17	115.1	84.25	0.07479	0.0000005361	0.0000003863	0.004761	19.34	1413.11	1413.11	1413.11	1413.11
281	8.814	0.0000005574	29.87	199.5	0.01913	0.0184	0.07111	0.1011	0.1097	0.08069	8.814	7.501	6.844	13.74	8.157	7.501	20.96	120.3	88.51	0.06199	0.0000005574	0.000000377	0.004761	17.7	1413.11	1413.11	1413.11	1413.11
282	11.44	0.0000005613	30.26	203.7	0.01958	0.01877	0.07277	0.1035	0.1123	0.0825	11.44	11.11	10.13	15.71	11.77	11.44	18.33	126.9	93.1	0.07906	0.0000005613	0.000000367	0.004761	16.72	1413.11	1413.11	1413.11	1413.11
283	10.13	0.0000005449	32.35	207.3	0.01999	0.01913	0.07411	0.1056	0.1145	0.08426	10.13	9.142	8.814	13.74	10.13	9.799	16.36	131.5	96.71	0.05937	0.0000005449	0.0000003561	0.004761	16.22	1413.11	1413.11	1413.11	1413.11
284	8.486	0.0000005151	34.06	211.1	0.02035	0.01953	0.07563	0.1076	0.1167	0.08605	8.486	7.173	6.844	10.78	7.829	8.157	12.1	136.4	100.3	0.06068	0.0000005151	0.0000003392	0.004761	14.42	1413.11	1413.11	1413.11	1413.11
285	9.799	0.0000004849	33.99	215.6	0.02083	0.02009	0.07754	0.1101	0.1193	0.08841	9.799	8.486	8.486	12.1	9.47	9.142	11.77	142	104.6	0.06101	0.0000004849	0.0000003278	0.004761	13.6	1413.11	1413.11	1413.11	1413.11
286	10.78	0.0000004535	35.07	220.7	0.0213	0.02042	0.07919	0.1123	0.1215	0.09036	10.78	10.13	9.47	10.78	10.13	8.814	11.11	148.2	108.8	0.05346	0.0000004535	0.0000003135	0.004761	11.3	1413.11	1413.11	1413.11	1413.11
287	10.13	0.0000004042	37.54	225.6	0.0219	0.02098	0.08117	0.1152	0.1243	0.09251	10.13	8.814	8.486	10.46	8.814	8.157	9.799	154.1	113.4	0.06331	0.0000004042	0.0000002989	0.004761	11.46	1413.11	1413.11	1413.11	1413.11
288	8.486	0.0000003275	38.89	231.3	0.0224	0.02142	0.08323	0.1179	0.1273	0.09496	8.486	7.501	7.173	8.814	7.829	7.829	9.47	161.6	119.3	0.04525	0.0000003275	0.0000002822	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
289	8.157	0.000000213	41.19	236.4	0.0229	0.02195	0.0851	0.1203	0.1297	0.09718	8.157	7.501	7.173	8.486	7.829	7.501	9.47	169.2	124.6	0.04427	0.000000213	0.000000266	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
290	8.157	0.0000002044	42.7	241	0.02331	0.02228	0.08681	0.1222	0.1318	0.09901	8.157	7.173	6.844	8.814	7.829	7.501	9.142	176.1	129.8	0.04788	0.0000002044	0.0000002575	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
291	8.157	0.0000001962	44.36	245.1	0.02374	0.02266	0.0882	0.1241	0.1339	0.101	8.157	7.173	7.173	8.486	8.157	8.157	8.814	182.3	134.4	0.0574	0.0000001962	0.0000002489	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
292	11.77	0.0000001878	46.16	250.6	0.02421	0.02312	0.09033	0.1267	0.1366	0.1031	11.77	10.13	9.799	12.42	11.77	11.44	10.78	188.2	138.7	0.04492	0.0000001878	0.0000002397	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
293	11.77	0.0000001824	47.54	255.4	0.02463	0.0236	0.09218	0.1289	0.1392	0.105	11.77	10.46	10.13	11.44	11.77	11.44	9.47	196.1	144.3	0.05641	0.0000001824	0.0000002351	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
294	8.486	0.0000001818	49.92	260.2	0.02504	0.02396	0.09391	0.1309	0.1415	0.1069	8.486	7.173	7.501	8.814	8.157	7.501	9.142	203.6	149.8	0.05477	0.0000001818	0.0000002341	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
295	11.77	0.000000182	52.03	264.4	0.02548	0.02438	0.09542	0.1327	0.1441	0.1087	11.77	10.78	10.13	11.77	11.77	11.44	10.78	210.5	155.1	0.04985	0.000000182	0.0000002345	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
296	10.13	0.0000001819	53.3	272.3	0.02629	0.02519	0.09827	0.1362	0.1484	0.1118	10.13	8.486	8.157	9.799	9.47	8.486	10.13	216.4	159.7	0.0725	0.0000001819	0.0000002383	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
297	11.77	0.0000001815	53.78	277.8	0.02673	0.02563	0.1001	0.139	0.1512	0.1141	11.77	10.13	10.13	11.77	11.77	10.46	9.47	228.9	168.9	0.05608	0.0000001815	0.0000002403	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
298	10.13	0.0000001817	59.11	284	0.02721	0.02613	0.1025	0.1419	0.1545	0.1163	10.13	9.142	9.799	11.11	10.46	10.78	10.78	236.7	174.8	0.04295	0.0000001817	0.0000002382	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
299	8.157	0.0000001811	58.88	289.4	0.0277	0.02663	0.1043	0.1445	0.1572	0.1182	8.157	7.173	7.173	8.486	8.486	8.814	8.157	246.6	182	0.07578	0.0000001811	0.0000002338	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
300	11.77	0.0000001814	63.3	293.8	0.02809	0.02695	0.106	0.1467	0.1598	0.1203	11.77	10.78	10.13	11.77	11.77	11.11	10.78	255.4	187.9	0.0505	0.0000001814	0.0000002334	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
301	9.142	0.0000001815	67.12	298.7	0.02844	0.0273	0.1077	0.1492	0.1626	0.1219	9.142	8.486	8.486	10.13	9.47	9.799	10.13	267.2	193.8	0.05116	0.0000001815	0.0000002332	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
302	8.157	0.0000001808	70.15	304	0.02883	0.02771	0.1097	0.1514	0.1654	0.1241	8.157	7.501	7.173	8.486	7.829	7.501	9.799	274.8	199.7	0.04427	0.0000001808	0.0000002323	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
303	10.78	0.000000181	74.64	309.6	0.02927	0.0281	0.1115	0.1539	0.1681	0.1263	10.78	10.46	10.13	11.44	12.42	11.44	10.46	284	206.6	0.05937	0.000000181	0.0000002326	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
304	10.13	0.0000001808	75.12	314.5	0.02966	0.02858	0.1133	0.1563	0.171	0.1275	10.13	9.142	8.814	10.78	10.13	10.13	10.13	291.8	212.8	0.0505	0.0000001808	0.0000002326	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
